filename,age,gender,dominant_gender,error
id115_3046.jpg,30.0,"{'Woman': 56.68143630027771, 'Man': 43.31856071949005}",Woman,
id18_412.jpg,27.0,"{'Woman': 10.952810943126678, 'Man': 89.04719352722168}",Man,
id18_386.jpg,26.0,"{'Woman': 9.671033173799515, 'Man': 90.32896757125854}",Man,
id45_1057.jpg,30.0,"{'Woman': 7.511953264474869, 'Man': 92.48803853988647}",Man,
id42_1096.jpg,27.0,"{'Woman': 3.172604739665985, 'Man': 96.82738780975342}",Man,
id88_2384.jpg,28.0,"{'Woman': 2.5563158094882965, 'Man': 97.44368195533752}",Man,
id47_1145.jpg,31.0,"{'Woman': 10.359755903482437, 'Man': 89.64024782180786}",Man,
id36_782.jpg,31.0,"{'Woman': 23.751336336135864, 'Man': 76.24866366386414}",Man,
id94_2544.jpg,28.0,"{'Woman': 4.274289309978485, 'Man': 95.72571516036987}",Man,
id6_81.jpg,28.0,"{'Woman': 4.0015459060668945, 'Man': 95.9984540939331}",Man,
id36_1392.jpg,29.0,"{'Woman': 10.361675173044205, 'Man': 89.63832259178162}",Man,
id41_1391.jpg,35.0,"{'Woman': 22.036166489124298, 'Man': 77.96382904052734}",Man,
id31_449.jpg,32.0,"{'Woman': 18.512243032455444, 'Man': 81.48775696754456}",Man,
id5_85.jpg,,,,'tuple' object has no attribute 'shape'
id49_1210.jpg,,,,'tuple' object has no attribute 'shape'
id2_63.jpg,,,,'tuple' object has no attribute 'shape'
id119_3222.jpg,30.0,"{'Woman': 26.916465163230896, 'Man': 73.08353781700134}",Man,
id115_2847.jpg,29.0,"{'Woman': 34.32318866252899, 'Man': 65.67680835723877}",Man,
id23_337.jpg,24.0,"{'Woman': 1.23895900323987, 'Man': 98.76104593276978}",Man,
id37_860.jpg,,,,'tuple' object has no attribute 'shape'
id36_982.jpg,33.0,"{'Woman': 19.720545411109924, 'Man': 80.27945160865784}",Man,
id115_3170.jpg,30.0,"{'Woman': 50.737714767456055, 'Man': 49.262288212776184}",Woman,
id43_1174.jpg,29.0,"{'Woman': 13.295839726924896, 'Man': 86.70416474342346}",Man,
id34_760.jpg,34.0,"{'Woman': 8.68930071592331, 'Man': 91.31069779396057}",Man,
id37_867.jpg,40.0,"{'Woman': 86.07562780380249, 'Man': 13.924367725849152}",Woman,
id41_1470.jpg,27.0,"{'Woman': 97.65288233757019, 'Man': 2.3471157997846603}",Woman,
id62_1744.jpg,30.0,"{'Woman': 5.859034508466721, 'Man': 94.1409707069397}",Man,
id45_1140.jpg,33.0,"{'Woman': 67.49178171157837, 'Man': 32.50822424888611}",Woman,
id55_1517.jpg,28.0,"{'Woman': 1.8208136782050133, 'Man': 98.17917943000793}",Man,
id133_3323.jpg,34.0,"{'Woman': 31.82358741760254, 'Man': 68.17640662193298}",Man,
id36_1596.jpg,32.0,"{'Woman': 16.996441781520844, 'Man': 83.00356268882751}",Man,
id115_2897.jpg,28.0,"{'Woman': 5.838672444224358, 'Man': 94.16133165359497}",Man,
id24_591.jpg,29.0,"{'Woman': 17.128874361515045, 'Man': 82.87112712860107}",Man,
id78_2071.jpg,26.0,"{'Woman': 15.34135490655899, 'Man': 84.65864062309265}",Man,
id103_2662.jpg,34.0,"{'Woman': 25.272205471992493, 'Man': 74.72779750823975}",Man,
id27_546.jpg,23.0,"{'Woman': 39.873093366622925, 'Man': 60.126906633377075}",Man,
id47_1267.jpg,34.0,"{'Woman': 5.684073641896248, 'Man': 94.31592226028442}",Man,
id79_2080.jpg,29.0,"{'Woman': 2.5525111705064774, 'Man': 97.4474847316742}",Man,
id36_994.jpg,34.0,"{'Woman': 5.739228054881096, 'Man': 94.26077008247375}",Man,
id1_8.jpg,29.0,"{'Woman': 3.5023223608732224, 'Man': 96.49767875671387}",Man,
id90_2424.jpg,31.0,"{'Woman': 18.665237724781036, 'Man': 81.33476376533508}",Man,
id54_1563.jpg,25.0,"{'Woman': 8.975664526224136, 'Man': 91.02433323860168}",Man,
id1_79.jpg,30.0,"{'Woman': 7.576112449169159, 'Man': 92.42388606071472}",Man,
id36_962.jpg,,,,'tuple' object has no attribute 'shape'
id36_900.jpg,27.0,"{'Woman': 68.00867915153503, 'Man': 31.991326808929443}",Woman,
id54_1502.jpg,29.0,"{'Woman': 6.311880052089691, 'Man': 93.68812441825867}",Man,
id43_1177.jpg,30.0,"{'Woman': 8.100835233926773, 'Man': 91.89916253089905}",Man,
id108_2726.jpg,36.0,"{'Woman': 4.748772829771042, 'Man': 95.2512264251709}",Man,
id41_1326.jpg,30.0,"{'Woman': 9.595374017953873, 'Man': 90.40462374687195}",Man,
id70_1839.jpg,36.0,"{'Woman': 3.197561949491501, 'Man': 96.80243730545044}",Man,
id124_3261.jpg,,,,'tuple' object has no attribute 'shape'
id1_209.jpg,26.0,"{'Woman': 83.91988277435303, 'Man': 16.080115735530853}",Woman,
id42_1057.jpg,36.0,"{'Woman': 7.9766348004341125, 'Man': 92.023366689682}",Man,
id43_1053.jpg,27.0,"{'Woman': 4.720428213477135, 'Man': 95.27957439422607}",Man,
id42_984.jpg,32.0,"{'Woman': 15.360207855701447, 'Man': 84.6397876739502}",Man,
id1_203.jpg,25.0,"{'Woman': 49.83913600444794, 'Man': 50.16087293624878}",Man,
id25_588.jpg,34.0,"{'Woman': 19.520916044712067, 'Man': 80.47908544540405}",Man,
id79_2156.jpg,32.0,"{'Woman': 4.626047983765602, 'Man': 95.37394642829895}",Man,
id25_386.jpg,32.0,"{'Woman': 61.81188225746155, 'Man': 38.18811476230621}",Woman,
id90_2647.jpg,30.0,"{'Woman': 55.254554748535156, 'Man': 44.745442271232605}",Woman,
id115_2913.jpg,28.0,"{'Woman': 7.891898602247238, 'Man': 92.1081006526947}",Man,
id67_1788.jpg,27.0,"{'Woman': 48.62190783023834, 'Man': 51.37808322906494}",Man,
id103_2701.jpg,23.0,"{'Woman': 0.3490681294351816, 'Man': 99.65092539787292}",Man,
id83_2305.jpg,32.0,"{'Woman': 28.149548172950745, 'Man': 71.8504548072815}",Man,
id42_1007.jpg,39.0,"{'Woman': 33.74083936214447, 'Man': 66.25916361808777}",Man,
